日期,AQI指数,PM2.5	,PM10,So2,No2,Co,O3
"
                                        2016-02-08",115.0,86.0,128.0,12.0,24.0,0.67,70.0
"
                                        2016-02-09",79.0,57.0,85.0,10.0,28.0,0.69,74.0
"
                                        2016-02-10",57.0,36.0,55.0,7.0,26.0,0.62,62.0
"
                                        2016-02-11",44.0,24.0,45.0,7.0,30.0,0.66,45.0
"
                                        2016-02-12",55.0,36.0,59.0,8.0,31.0,0.79,34.0
"
                                        2016-02-13",64.0,44.0,64.0,6.0,26.0,1.18,27.0
"
                                        2016-02-14",39.0,27.0,34.0,7.0,12.0,0.66,52.0
"
                                        2016-02-15",36.0,16.0,25.0,11.0,11.0,0.56,71.0
"
                                        2016-02-16",42.0,24.0,39.0,10.0,21.0,0.61,67.0
"
                                        2016-02-17",58.0,38.0,62.0,12.0,42.0,0.72,53.0
"
                                        2016-02-18",72.0,51.0,82.0,12.0,51.0,0.73,48.0
"
                                        2016-02-19",122.0,91.0,145.0,18.0,80.0,1.03,18.0
"
                                        2016-02-20",105.0,68.0,140.0,20.0,39.0,0.81,53.0
"
                                        2016-02-21",110.0,62.0,168.0,17.0,54.0,0.81,45.0
"
                                        2016-02-22",70.0,43.0,86.0,7.0,38.0,0.71,54.0
"
                                        2016-02-23",87.0,64.0,87.0,9.0,34.0,0.88,48.0
"
                                        2016-02-24",96.0,71.0,113.0,14.0,37.0,0.82,63.0
"
                                        2016-02-25",82.0,60.0,98.0,19.0,44.0,0.71,70.0
"
                                        2016-02-26",94.0,68.0,120.0,15.0,62.0,0.86,43.0
"
                                        2016-02-27",67.0,43.0,83.0,11.0,45.0,0.68,49.0
"
                                        2016-02-28",99.0,65.0,131.0,12.0,37.0,0.7,64.0
"
                                        2016-02-29",130.0,97.0,142.0,18.0,35.0,0.85,86.0
"
                                        2016-03-01",87.0,64.0,104.0,18.0,42.0,0.7,82.0
"
                                        2016-03-02",122.0,91.0,152.0,15.0,70.0,0.97,53.0
"
                                        2016-03-03",129.0,97.0,166.0,17.0,78.0,1.04,58.0
"
                                        2016-03-04",128.0,95.0,164.0,18.0,87.0,1.03,39.0
"
                                        2016-03-05",97.0,70.0,131.0,17.0,64.0,0.91,79.0
"
                                        2016-03-06",208.0,160.0,272.0,14.0,49.0,1.23,40.0
"
                                        2016-03-07",178.0,135.0,238.0,15.0,62.0,1.25,63.0
"
                                        2016-03-08",48.0,31.0,49.0,6.0,37.0,0.66,37.0
"
                                        2016-03-09",42.0,17.0,34.0,6.0,26.0,0.51,61.0
"
                                        2016-03-10",53.0,31.0,57.0,13.0,36.0,0.63,60.0
"
                                        2016-03-11",77.0,55.0,94.0,15.0,58.0,0.76,50.0
"
                                        2016-03-12",100.0,74.0,121.0,18.0,61.0,0.81,70.0
"
                                        2016-03-13",155.0,117.0,181.0,20.0,69.0,1.1,31.0
"
                                        2016-03-14",107.0,80.0,119.0,17.0,40.0,0.85,96.0
"
                                        2016-03-15",93.0,64.0,99.0,17.0,41.0,0.66,97.0
"
                                        2016-03-16",87.0,62.0,114.0,18.0,67.0,0.75,71.0
"
                                        2016-03-17",107.0,79.0,142.0,20.0,83.0,0.86,42.0
"
                                        2016-03-18",143.0,107.0,199.0,23.0,83.0,1.16,34.0
"
                                        2016-03-19",147.0,111.0,187.0,28.0,71.0,1.36,27.0
"
                                        2016-03-20",67.0,43.0,68.0,9.0,35.0,0.51,81.0
"
                                        2016-03-21",82.0,59.0,102.0,13.0,41.0,0.68,92.0
"
                                        2016-03-22",79.0,57.0,100.0,13.0,52.0,0.7,38.0
"
                                        2016-03-23",58.0,37.0,63.0,10.0,37.0,0.53,66.0
"
                                        2016-03-24",52.0,26.0,53.0,13.0,34.0,0.48,78.0
"
                                        2016-03-25",60.0,35.0,71.0,19.0,43.0,0.6,84.0
"
                                        2016-03-26",76.0,54.0,97.0,14.0,46.0,0.56,87.0
"
                                        2016-03-27",82.0,59.0,91.0,9.0,39.0,0.68,92.0
"
                                        2016-03-28",81.0,54.0,97.0,13.0,56.0,0.75,77.0
"
                                        2016-03-29",71.0,47.0,89.0,15.0,64.0,0.72,55.0
"
                                        2016-03-30",74.0,53.0,92.0,9.0,56.0,0.76,37.0
"
                                        2016-03-31",67.0,48.0,70.0,6.0,46.0,0.76,44.0
"
                                        2016-04-01",81.0,58.0,92.0,10.0,49.0,0.9,65.0
"
                                        2016-04-02",114.0,85.0,145.0,15.0,82.0,1.09,23.0
"
                                        2016-04-03",59.0,40.0,68.0,6.0,49.0,0.97,28.0
"
                                        2016-04-04",61.0,41.0,70.0,13.0,35.0,0.69,62.0
"
                                        2016-04-05",69.0,46.0,87.0,19.0,54.0,0.66,49.0
"
                                        2016-04-06",76.0,54.0,92.0,8.0,63.0,0.94,20.0
"
                                        2016-04-07",39.0,21.0,38.0,6.0,47.0,0.92,19.0
"
                                        2016-04-08",60.0,36.0,60.0,8.0,48.0,0.76,56.0
"
                                        2016-04-09",68.0,40.0,79.0,13.0,50.0,0.75,64.0
"
                                        2016-04-10",82.0,57.0,112.0,13.0,56.0,0.78,54.0
"
                                        2016-04-11",71.0,48.0,89.0,9.0,37.0,0.59,62.0
"
                                        2016-04-12",69.0,48.0,84.0,10.0,46.0,0.7,58.0
"
                                        2016-04-13",95.0,65.0,120.0,16.0,59.0,0.94,77.0
"
                                        2016-04-14",118.0,86.0,149.0,14.0,58.0,0.95,77.0
"
                                        2016-04-15",60.0,34.0,60.0,10.0,40.0,0.6,77.0
"
                                        2016-04-16",42.0,21.0,40.0,6.0,37.0,0.73,49.0
"
                                        2016-04-17",65.0,33.0,59.0,8.0,30.0,0.79,96.0
"
                                        2016-04-18",60.0,31.0,60.0,9.0,31.0,0.59,95.0
"
                                        2016-04-19",69.0,35.0,68.0,12.0,44.0,0.68,81.0
"
                                        2016-04-20",47.0,25.0,47.0,6.0,45.0,0.78,45.0
"
                                        2016-04-21",35.0,19.0,34.0,5.0,35.0,0.92,44.0
"
                                        2016-04-22",72.0,44.0,79.0,7.0,38.0,1.05,75.0
"
                                        2016-04-23",62.0,22.0,34.0,3.0,25.0,0.56,111.0
"
                                        2016-04-24",59.0,27.0,41.0,4.0,28.0,0.57,101.0
"
                                        2016-04-25",57.0,37.0,65.0,7.0,36.0,0.6,83.0
"
                                        2016-04-26",67.0,45.0,81.0,7.0,56.0,0.78,25.0
"
                                        2016-04-27",40.0,25.0,40.0,7.0,33.0,0.74,47.0
"
                                        2016-04-28",72.0,42.0,77.0,10.0,38.0,0.71,101.0
"
                                        2016-04-29",95.0,58.0,103.0,13.0,51.0,0.83,106.0
"
                                        2016-04-30",103.0,62.0,112.0,14.0,59.0,0.85,101.0
"
                                        2016-05-01",86.0,53.0,91.0,11.0,50.0,0.81,89.0
"
                                        2016-05-02",56.0,39.0,61.0,6.0,41.0,0.85,39.0
"
                                        2016-05-03",62.0,27.0,70.0,6.0,25.0,0.54,93.0
"
                                        2016-05-04",88.0,48.0,105.0,12.0,49.0,0.75,85.0
"
                                        2016-05-05",60.0,40.0,72.0,6.0,45.0,0.79,50.0
"
                                        2016-05-06",58.0,36.0,58.0,5.0,27.0,0.73,81.0
"
                                        2016-05-07",89.0,58.0,108.0,4.0,27.0,0.71,101.0
"
                                        2016-05-08",52.0,30.0,54.0,3.0,37.0,0.61,67.0
"
                                        2016-05-09",64.0,44.0,73.0,6.0,53.0,0.85,18.0
"
                                        2016-05-10",47.0,31.0,43.0,6.0,46.0,1.02,51.0
"
                                        2016-05-11",85.0,53.0,80.0,8.0,41.0,0.85,89.0
"
                                        2016-05-12",89.0,49.0,79.0,10.0,47.0,0.81,102.0
"
                                        2016-05-13",107.0,80.0,134.0,9.0,40.0,0.89,87.0
"
                                        2016-05-14",83.0,55.0,84.0,12.0,36.0,0.7,107.0
"
                                        2016-05-15",50.0,32.0,52.0,6.0,35.0,0.82,44.0
"
                                        2016-05-16",54.0,24.0,45.0,6.0,30.0,0.55,86.0
"
                                        2016-05-17",89.0,37.0,72.0,12.0,47.0,0.6,103.0
"
                                        2016-05-18",77.0,38.0,71.0,19.0,44.0,0.57,100.0
"
                                        2016-05-19",95.0,51.0,92.0,18.0,43.0,0.64,104.0
"
                                        2016-05-20",50.0,25.0,40.0,7.0,23.0,0.47,84.0
"
                                        2016-05-21",34.0,20.0,28.0,4.0,39.0,0.65,38.0
"
                                        2016-05-22",41.0,23.0,36.0,5.0,20.0,0.58,70.0
"
                                        2016-05-23",71.0,51.0,79.0,12.0,36.0,0.7,72.0
"
                                        2016-05-24",59.0,39.0,63.0,5.0,43.0,0.78,96.0
"
                                        2016-05-25",76.0,49.0,77.0,6.0,47.0,1.1,70.0
"
                                        2016-05-26",71.0,51.0,78.0,4.0,43.0,1.18,27.0
"
                                        2016-05-27",74.0,53.0,77.0,5.0,42.0,0.95,45.0
"
                                        2016-05-28",52.0,35.0,59.0,5.0,44.0,0.93,23.0
"
                                        2016-05-29",49.0,34.0,49.0,4.0,34.0,1.08,42.0
"
                                        2016-05-30",99.0,74.0,111.0,9.0,40.0,1.12,77.0
"
                                        2016-05-31",106.0,75.0,119.0,9.0,46.0,1.28,82.0
"
                                        2016-06-01",49.0,32.0,48.0,4.0,37.0,0.86,49.0
"
                                        2016-06-02",59.0,37.0,60.0,10.0,34.0,0.69,68.0
"
                                        2016-06-03",39.0,26.0,37.0,5.0,43.0,0.74,38.0
"
                                        2016-06-04",37.0,22.0,34.0,5.0,24.0,0.78,63.0
"
                                        2016-06-05",84.0,44.0,68.0,11.0,30.0,0.76,106.0
"
                                        2016-06-06",96.0,50.0,79.0,10.0,34.0,0.75,114.0
"
                                        2016-06-07",97.0,72.0,112.0,7.0,32.0,0.77,93.0
"
                                        2016-06-08",103.0,68.0,104.0,7.0,37.0,0.77,88.0
"
                                        2016-06-09",63.0,38.0,58.0,6.0,26.0,0.61,82.0
"
                                        2016-06-10",67.0,39.0,62.0,8.0,25.0,0.59,84.0
"
                                        2016-06-11",65.0,46.0,75.0,7.0,44.0,0.79,43.0
"
                                        2016-06-12",41.0,22.0,35.0,5.0,34.0,0.59,47.0
"
                                        2016-06-13",59.0,28.0,44.0,7.0,28.0,0.54,85.0
"
                                        2016-06-14",78.0,40.0,64.0,8.0,38.0,0.72,98.0
"
                                        2016-06-15",56.0,35.0,55.0,6.0,35.0,0.73,67.0
"
                                        2016-06-16",57.0,36.0,62.0,6.0,26.0,0.78,64.0
"
                                        2016-06-17",73.0,37.0,61.0,6.0,25.0,0.73,94.0
"
                                        2016-06-18",43.0,21.0,37.0,7.0,30.0,0.67,47.0
"
                                        2016-06-19",33.0,15.0,32.0,6.0,29.0,0.66,21.0
"
                                        2016-06-20",35.0,18.0,34.0,5.0,33.0,0.71,15.0
"
                                        2016-06-21",56.0,29.0,55.0,7.0,33.0,0.77,51.0
"
                                        2016-06-22",58.0,36.0,64.0,7.0,38.0,0.73,49.0
"
                                        2016-06-23",74.0,46.0,79.0,7.0,43.0,0.83,65.0
"
                                        2016-06-24",53.0,31.0,56.0,7.0,30.0,0.61,64.0
"
                                        2016-06-25",48.0,26.0,40.0,5.0,30.0,0.67,78.0
"
                                        2016-06-26",45.0,22.0,31.0,5.0,31.0,0.67,73.0
"
                                        2016-06-27",39.0,22.0,35.0,6.0,33.0,0.8,44.0
"
                                        2016-06-28",53.0,29.0,54.0,10.0,46.0,0.9,20.0
"
                                        2016-06-29",22.0,9.0,19.0,5.0,25.0,0.53,31.0
"
                                        2016-06-30",34.0,15.0,30.0,6.0,18.0,0.52,46.0
"
                                        2016-07-01",39.0,18.0,38.0,6.0,26.0,0.6,32.0
"
                                        2016-07-02",53.0,29.0,53.0,7.0,32.0,0.67,49.0
"
                                        2016-07-03",47.0,29.0,48.0,6.0,35.0,0.8,29.0
"
                                        2016-07-04",53.0,26.0,47.0,5.0,30.0,0.72,55.0
"
                                        2016-07-05",47.0,18.0,37.0,6.0,28.0,0.56,58.0
"
                                        2016-07-06",58.0,32.0,56.0,7.0,30.0,0.61,72.0
"
                                        2016-07-07",51.0,28.0,51.0,8.0,26.0,0.57,55.0
"
                                        2016-07-08",28.0,11.0,25.0,6.0,15.0,0.43,34.0
"
                                        2016-07-09",25.0,11.0,24.0,5.0,15.0,0.45,31.0
"
                                        2016-07-10",39.0,21.0,38.0,6.0,20.0,0.54,37.0
"
                                        2016-07-11",51.0,31.0,51.0,6.0,33.0,0.75,41.0
"
                                        2016-07-12",51.0,28.0,44.0,5.0,27.0,0.74,66.0
"
                                        2016-07-13",48.0,27.0,45.0,6.0,27.0,0.69,56.0
"
                                        2016-07-14",47.0,24.0,47.0,6.0,35.0,0.69,31.0
"
                                        2016-07-15",46.0,21.0,42.0,7.0,24.0,0.61,54.0
"
                                        2016-07-16",42.0,27.0,43.0,5.0,31.0,0.78,47.0
"
                                        2016-07-17",68.0,35.0,66.0,7.0,28.0,0.84,79.0
"
                                        2016-07-18",64.0,33.0,53.0,7.0,29.0,0.75,74.0
"
                                        2016-07-19",43.0,23.0,39.0,7.0,28.0,0.64,64.0
"
                                        2016-07-20",49.0,24.0,43.0,7.0,28.0,0.63,57.0
"
                                        2016-07-21",48.0,19.0,38.0,7.0,29.0,0.64,63.0
"
                                        2016-07-22",56.0,25.0,43.0,8.0,30.0,0.64,76.0
"
                                        2016-07-23",74.0,34.0,58.0,9.0,33.0,0.74,104.0
"
                                        2016-07-24",88.0,45.0,71.0,9.0,32.0,0.82,121.0
"
                                        2016-07-25",106.0,53.0,83.0,11.0,33.0,0.82,131.0
"
                                        2016-07-26",86.0,49.0,75.0,10.0,37.0,0.74,94.0
"
                                        2016-07-27",69.0,40.0,65.0,6.0,32.0,0.66,82.0
"
                                        2016-07-28",80.0,50.0,77.0,7.0,29.0,0.71,105.0
"
                                        2016-07-29",93.0,48.0,74.0,8.0,27.0,0.71,134.0
"
                                        2016-07-30",97.0,49.0,74.0,9.0,28.0,0.74,118.0
"
                                        2016-07-31",59.0,25.0,43.0,8.0,17.0,0.57,87.0
"
                                        2016-08-01",44.0,16.0,32.0,9.0,17.0,0.55,71.0
"
                                        2016-08-02",37.0,13.0,28.0,6.0,15.0,0.52,60.0
"
                                        2016-08-03",32.0,13.0,19.0,5.0,17.0,0.61,64.0
"
                                        2016-08-04",38.0,13.0,23.0,5.0,16.0,0.64,73.0
"
                                        2016-08-05",62.0,30.0,47.0,6.0,22.0,0.8,90.0
"
                                        2016-08-06",57.0,34.0,53.0,7.0,29.0,0.84,67.0
"
                                        2016-08-07",45.0,18.0,33.0,8.0,19.0,0.68,67.0
"
                                        2016-08-08",39.0,14.0,29.0,10.0,18.0,0.53,59.0
"
                                        2016-08-09",21.0,10.0,20.0,6.0,16.0,0.48,30.0
"
                                        2016-08-10",38.0,16.0,27.0,6.0,18.0,0.52,56.0
"
                                        2016-08-11",35.0,19.0,32.0,8.0,15.0,0.51,42.0
"
                                        2016-08-12",41.0,17.0,30.0,7.0,16.0,0.54,61.0
"
                                        2016-08-13",40.0,17.0,31.0,8.0,20.0,0.53,58.0
"
                                        2016-08-14",48.0,20.0,34.0,8.0,16.0,0.52,73.0
"
                                        2016-08-15",77.0,31.0,48.0,7.0,23.0,0.61,100.0
"
                                        2016-08-16",75.0,30.0,46.0,8.0,20.0,0.58,97.0
"
                                        2016-08-17",67.0,31.0,47.0,8.0,20.0,0.55,94.0
"
                                        2016-08-18",58.0,24.0,39.0,8.0,21.0,0.54,85.0
"
                                        2016-08-19",65.0,27.0,43.0,7.0,26.0,0.6,89.0
"
                                        2016-08-20",77.0,37.0,55.0,7.0,22.0,0.69,107.0
"
                                        2016-08-21",77.0,45.0,63.0,7.0,20.0,0.92,106.0
"
                                        2016-08-22",53.0,23.0,35.0,6.0,18.0,0.59,82.0
"
                                        2016-08-23",69.0,34.0,49.0,8.0,18.0,0.61,108.0
"
                                        2016-08-24",80.0,25.0,39.0,8.0,16.0,0.55,136.0
"
                                        2016-08-25",87.0,26.0,39.0,7.0,17.0,0.56,132.0
"
                                        2016-08-26",63.0,32.0,46.0,6.0,15.0,0.6,94.0
"
                                        2016-08-27",55.0,17.0,36.0,8.0,14.0,0.61,102.0
"
                                        2016-08-28",84.0,21.0,38.0,11.0,16.0,0.63,141.0
"
                                        2016-08-29",86.0,30.0,49.0,11.0,16.0,0.69,144.0
"
                                        2016-08-30",79.0,27.0,42.0,10.0,17.0,0.59,137.0
"
                                        2016-08-31",79.0,34.0,50.0,8.0,19.0,0.68,132.0
"
                                        2016-09-01",76.0,47.0,64.0,9.0,11.0,0.67,126.0
"
                                        2016-09-02",69.0,40.0,50.0,6.0,14.0,0.61,112.0
"
                                        2016-09-03",81.0,42.0,61.0,8.0,16.0,0.64,114.0
"
                                        2016-09-04",62.0,35.0,55.0,7.0,11.0,0.63,96.0
"
                                        2016-09-05",35.0,17.0,26.0,6.0,9.0,0.55,69.0
"
                                        2016-09-06",47.0,30.0,44.0,7.0,17.0,0.69,74.0
"
                                        2016-09-07",48.0,30.0,40.0,6.0,23.0,0.72,64.0
"
                                        2016-09-08",64.0,38.0,52.0,7.0,31.0,0.82,81.0
"
                                        2016-09-09",101.0,55.0,74.0,11.0,42.0,0.9,109.0
"
                                        2016-09-10",83.0,60.0,84.0,14.0,49.0,0.91,76.0
"
                                        2016-09-11",46.0,28.0,40.0,9.0,32.0,0.64,71.0
"
                                        2016-09-12",82.0,45.0,61.0,11.0,33.0,0.72,91.0
"
                                        2016-09-13",61.0,36.0,50.0,12.0,35.0,0.7,79.0
"
                                        2016-09-14",38.0,20.0,27.0,8.0,35.0,0.65,56.0
"
                                        2016-09-15",21.0,12.0,19.0,7.0,25.0,0.55,19.0
"
                                        2016-09-16",16.0,8.0,13.0,6.0,19.0,0.55,26.0
"
                                        2016-09-17",27.0,12.0,22.0,7.0,18.0,0.54,54.0
"
                                        2016-09-18",62.0,40.0,63.0,10.0,20.0,0.76,70.0
"
                                        2016-09-19",51.0,24.0,44.0,9.0,21.0,0.62,87.0
"
                                        2016-09-20",47.0,22.0,43.0,11.0,27.0,0.56,84.0
"
                                        2016-09-21",68.0,45.0,78.0,14.0,44.0,0.72,72.0
"
                                        2016-09-22",75.0,40.0,60.0,12.0,37.0,0.67,81.0
"
                                        2016-09-23",71.0,38.0,59.0,12.0,34.0,0.59,88.0
"
                                        2016-09-24",83.0,45.0,68.0,14.0,40.0,0.63,95.0
"
                                        2016-09-25",97.0,54.0,78.0,12.0,38.0,0.67,100.0
"
                                        2016-09-26",67.0,38.0,56.0,13.0,31.0,0.59,78.0
"
                                        2016-09-27",39.0,23.0,38.0,9.0,23.0,0.47,28.0
"
                                        2016-09-28",26.0,12.0,25.0,6.0,22.0,0.43,20.0
"
                                        2016-09-29",24.0,11.0,15.0,6.0,27.0,0.58,44.0
"
                                        2016-09-30",30.0,18.0,28.0,7.0,30.0,0.8,38.0
"
                                        2016-10-01",78.0,55.0,87.0,12.0,50.0,1.07,37.0
"
                                        2016-10-02",67.0,43.0,76.0,13.0,31.0,1.02,49.0
"
                                        2016-10-03",37.0,23.0,37.0,9.0,24.0,0.97,47.0
"
                                        2016-10-04",46.0,25.0,46.0,12.0,30.0,0.63,50.0
"
                                        2016-10-05",57.0,37.0,59.0,11.0,33.0,0.75,55.0
"
                                        2016-10-06",60.0,34.0,58.0,11.0,27.0,0.73,79.0
"
                                        2016-10-07",44.0,24.0,43.0,11.0,45.0,0.7,26.0
"
                                        2016-10-08",36.0,21.0,35.0,10.0,31.0,0.83,53.0
"
                                        2016-10-09",42.0,17.0,41.0,12.0,30.0,0.6,67.0
"
                                        2016-10-10",43.0,17.0,42.0,12.0,36.0,0.55,56.0
"
                                        2016-10-11",50.0,22.0,45.0,15.0,43.0,0.62,62.0
"
                                        2016-10-12",51.0,29.0,54.0,18.0,51.0,0.67,47.0
"
                                        2016-10-13",67.0,41.0,80.0,17.0,60.0,0.79,35.0
"
                                        2016-10-14",58.0,34.0,64.0,13.0,67.0,0.84,14.0
"
                                        2016-10-15",54.0,33.0,59.0,8.0,61.0,0.86,10.0
"
                                        2016-10-16",60.0,40.0,66.0,10.0,42.0,0.87,35.0
"
                                        2016-10-17",80.0,58.0,94.0,15.0,52.0,1.21,22.0
"
                                        2016-10-18",61.0,40.0,70.0,11.0,50.0,0.82,43.0
"
                                        2016-10-19",48.0,31.0,47.0,6.0,41.0,0.65,55.0
"
                                        2016-10-20",38.0,24.0,37.0,6.0,40.0,0.6,44.0
"
                                        2016-10-21",33.0,18.0,28.0,5.0,39.0,0.59,33.0
"
                                        2016-10-22",20.0,10.0,15.0,6.0,35.0,0.58,21.0
"
                                        2016-10-23",40.0,22.0,36.0,8.0,28.0,0.63,46.0
"
                                        2016-10-24",60.0,38.0,67.0,11.0,44.0,0.75,47.0
"
                                        2016-10-25",56.0,33.0,62.0,11.0,46.0,1.01,14.0
"
                                        2016-10-26",60.0,39.0,65.0,9.0,57.0,1.37,22.0
"
                                        2016-10-27",39.0,24.0,40.0,7.0,49.0,0.74,27.0
"
                                        2016-10-28",37.0,21.0,38.0,7.0,37.0,0.81,28.0
"
                                        2016-10-29",39.0,20.0,38.0,9.0,37.0,0.72,38.0
"
                                        2016-10-30",50.0,31.0,52.0,14.0,47.0,0.75,32.0
"
                                        2016-10-31",54.0,36.0,58.0,9.0,48.0,0.75,22.0
"
                                        2016-11-01",34.0,17.0,34.0,11.0,36.0,0.62,42.0
"
                                        2016-11-02",55.0,32.0,61.0,16.0,58.0,0.68,30.0
"
                                        2016-11-03",90.0,66.0,106.0,13.0,54.0,0.86,49.0
"
                                        2016-11-04",89.0,65.0,99.0,10.0,58.0,0.97,46.0
"
                                        2016-11-05",76.0,54.0,87.0,11.0,55.0,1.05,37.0
"
                                        2016-11-06",104.0,77.0,119.0,14.0,54.0,1.05,51.0
"
                                        2016-11-07",82.0,60.0,93.0,10.0,55.0,0.93,16.0
"
                                        2016-11-08",38.0,16.0,29.0,7.0,25.0,0.65,55.0
"
                                        2016-11-09",44.0,24.0,44.0,12.0,38.0,0.55,40.0
"
                                        2016-11-10",33.0,18.0,32.0,8.0,35.0,0.62,26.0
"
                                        2016-11-11",56.0,36.0,64.0,10.0,46.0,0.74,28.0
"
                                        2016-11-12",68.0,42.0,82.0,11.0,54.0,0.97,20.0
"
                                        2016-11-13",71.0,49.0,88.0,9.0,61.0,1.14,12.0
"
                                        2016-11-14",106.0,79.0,109.0,11.0,67.0,1.38,13.0
"
                                        2016-11-15",72.0,48.0,82.0,13.0,51.0,1.01,52.0
"
                                        2016-11-16",52.0,27.0,57.0,12.0,50.0,0.68,34.0
"
                                        2016-11-17",89.0,65.0,105.0,9.0,60.0,0.99,8.0
"
                                        2016-11-18",91.0,66.0,111.0,10.0,59.0,1.17,26.0
"
                                        2016-11-19",130.0,98.0,155.0,13.0,72.0,1.41,21.0
"
                                        2016-11-20",68.0,47.0,74.0,11.0,50.0,1.31,20.0
"
                                        2016-11-21",51.0,31.0,55.0,8.0,43.0,1.13,23.0
"
                                        2016-11-22",31.0,16.0,28.0,7.0,31.0,0.74,36.0
"
                                        2016-11-23",21.0,12.0,19.0,7.0,32.0,0.73,27.0
"
                                        2016-11-24",54.0,38.0,54.0,11.0,39.0,0.78,36.0
"
                                        2016-11-25",98.0,73.0,103.0,17.0,67.0,1.11,10.0
"
                                        2016-11-26",41.0,26.0,33.0,8.0,54.0,1.15,13.0
"
                                        2016-11-27",65.0,45.0,79.0,15.0,47.0,1.04,34.0
"
                                        2016-11-28",115.0,86.0,164.0,23.0,63.0,1.23,37.0
"
                                        2016-11-29",76.0,50.0,99.0,15.0,70.0,0.86,16.0
"
                                        2016-11-30",76.0,52.0,96.0,13.0,59.0,0.86,22.0
"
                                        2016-12-01",121.0,91.0,153.0,21.0,59.0,1.11,46.0
"
                                        2016-12-02",114.0,85.0,142.0,17.0,70.0,1.06,35.0
"
                                        2016-12-03",89.0,65.0,112.0,12.0,71.0,0.97,24.0
"
                                        2016-12-04",111.0,83.0,128.0,10.0,69.0,1.24,23.0
"
                                        2016-12-05",95.0,70.0,114.0,9.0,52.0,1.18,28.0
"
                                        2016-12-06",122.0,92.0,147.0,13.0,48.0,1.06,38.0
"
                                        2016-12-07",112.0,83.0,134.0,12.0,67.0,1.16,29.0
"
                                        2016-12-08",121.0,91.0,146.0,12.0,78.0,1.24,33.0
"
                                        2016-12-09",151.0,114.0,175.0,18.0,66.0,1.32,44.0
"
                                        2016-12-10",53.0,31.0,56.0,13.0,54.0,0.72,33.0
"
                                        2016-12-11",52.0,27.0,53.0,13.0,43.0,0.64,43.0
"
                                        2016-12-12",78.0,55.0,97.0,13.0,64.0,0.9,26.0
"
                                        2016-12-13",109.0,80.0,123.0,17.0,69.0,1.49,13.0
"
                                        2016-12-14",42.0,26.0,41.0,9.0,32.0,0.74,33.0
"
                                        2016-12-15",64.0,45.0,70.0,18.0,41.0,0.85,42.0
"
                                        2016-12-16",115.0,86.0,125.0,19.0,60.0,1.12,36.0
"
                                        2016-12-17",119.0,89.0,131.0,15.0,70.0,1.2,29.0
"
                                        2016-12-18",87.0,64.0,109.0,13.0,74.0,1.28,12.0
"
                                        2016-12-19",122.0,91.0,157.0,17.0,84.0,1.4,13.0
"
                                        2016-12-20",99.0,73.0,109.0,10.0,75.0,1.23,7.0
"
                                        2016-12-21",44.0,28.0,42.0,8.0,54.0,1.16,8.0
"
                                        2016-12-22",62.0,45.0,59.0,8.0,39.0,1.31,37.0
"
                                        2016-12-23",85.0,62.0,95.0,16.0,50.0,1.19,37.0
"
                                        2016-12-24",84.0,60.0,89.0,16.0,51.0,1.0,37.0
"
                                        2016-12-25",59.0,39.0,62.0,11.0,53.0,0.85,13.0
"
                                        2016-12-26",32.0,18.0,29.0,7.0,42.0,0.96,7.0
"
                                        2016-12-27",43.0,29.0,39.0,11.0,33.0,0.93,34.0
"
                                        2016-12-28",55.0,37.0,59.0,12.0,46.0,0.79,29.0
"
                                        2016-12-29",89.0,66.0,101.0,18.0,54.0,1.05,33.0
"
                                        2016-12-30",130.0,98.0,141.0,17.0,69.0,1.26,28.0
"
                                        2016-12-31",144.0,108.0,162.0,15.0,76.0,1.4,22.0
"
                                        2017-01-01",188.0,141.0,207.0,18.0,86.0,1.65,18.0
"
                                        2017-01-02",201.0,153.0,216.0,28.0,86.0,1.68,19.0
"
                                        2017-01-03",177.0,134.0,183.0,22.0,79.0,1.39,25.0
"
                                        2017-01-04",166.0,125.0,182.0,18.0,80.0,1.31,10.0
"
                                        2017-01-05",87.0,64.0,99.0,10.0,60.0,1.05,19.0
"
                                        2017-01-06",32.0,22.0,30.0,8.0,45.0,0.89,18.0
"
                                        2017-01-07",34.0,22.0,29.0,9.0,47.0,1.22,5.0
"
                                        2017-01-08",50.0,35.0,47.0,8.0,29.0,1.06,38.0
"
                                        2017-01-09",95.0,70.0,91.0,18.0,34.0,1.2,55.0
"
                                        2017-01-10",145.0,110.0,138.0,22.0,59.0,1.42,19.0
"
                                        2017-01-11",82.0,59.0,77.0,14.0,54.0,1.11,25.0
"
                                        2017-01-12",46.0,32.0,41.0,8.0,54.0,1.0,9.0
"
                                        2017-01-13",64.0,46.0,65.0,13.0,45.0,1.1,28.0
"
                                        2017-01-14",87.0,63.0,96.0,17.0,53.0,1.16,37.0
"
                                        2017-01-15",41.0,22.0,41.0,12.0,42.0,0.72,34.0
"
                                        2017-01-16",59.0,39.0,62.0,11.0,52.0,0.79,28.0
"
                                        2017-01-17",81.0,59.0,91.0,12.0,64.0,0.98,9.0
"
                                        2017-01-18",61.0,43.0,56.0,9.0,54.0,1.05,16.0
"
                                        2017-01-19",87.0,64.0,79.0,10.0,44.0,0.99,31.0
"
                                        2017-01-20",72.0,47.0,72.0,14.0,29.0,0.83,54.0
"
                                        2017-01-21",59.0,35.0,67.0,12.0,50.0,0.87,29.0
