日期,AQI指数,PM2.5	,PM10,So2,No2,Co,O3
"
                                        2019-01-28",92.0,67.0,107.0,10.0,59.0,0.98,15.0
"
                                        2019-01-29",133.0,100.0,135.0,8.0,49.0,1.03,32.0
"
                                        2019-01-30",127.0,96.0,138.0,9.0,46.0,1.06,34.0
"
                                        2019-01-31",39.0,22.0,37.0,5.0,23.0,0.71,45.0
"
                                        2019-02-01",67.0,48.0,61.0,6.0,20.0,0.84,57.0
"
                                        2019-02-02",69.0,50.0,64.0,6.0,30.0,1.02,36.0
"
                                        2019-02-03",70.0,51.0,69.0,7.0,23.0,1.1,37.0
"
                                        2019-02-04",136.0,101.0,137.0,8.0,17.0,1.28,64.0
"
                                        2019-02-05",126.0,95.0,137.0,6.0,20.0,1.18,47.0
"
                                        2019-02-06",64.0,46.0,61.0,6.0,16.0,1.09,40.0
"
                                        2019-02-07",42.0,27.0,40.0,5.0,15.0,0.95,46.0
"
                                        2019-02-08",34.0,13.0,22.0,5.0,11.0,0.57,59.0
"
                                        2019-02-09",30.0,16.0,21.0,5.0,11.0,0.6,56.0
"
                                        2019-02-10",34.0,22.0,28.0,5.0,13.0,0.73,53.0
"
                                        2019-02-11",37.0,25.0,34.0,6.0,16.0,0.78,44.0
"
                                        2019-02-12",41.0,28.0,37.0,5.0,24.0,0.86,35.0
"
                                        2019-02-13",23.0,15.0,18.0,5.0,21.0,0.8,43.0
"
                                        2019-02-14",36.0,21.0,26.0,5.0,23.0,0.8,58.0
"
                                        2019-02-15",21.0,13.0,16.0,6.0,32.0,0.86,26.0
"
                                        2019-02-16",56.0,40.0,49.0,6.0,34.0,0.96,33.0
"
                                        2019-02-17",48.0,32.0,46.0,7.0,30.0,0.78,41.0
"
                                        2019-02-18",38.0,25.0,33.0,6.0,37.0,0.79,31.0
"
                                        2019-02-19",29.0,20.0,26.0,6.0,28.0,0.88,22.0
"
                                        2019-02-20",39.0,27.0,36.0,6.0,40.0,0.99,13.0
"
                                        2019-02-21",48.0,33.0,42.0,6.0,34.0,0.86,48.0
"
                                        2019-02-22",46.0,32.0,40.0,6.0,27.0,0.88,51.0
"
                                        2019-02-23",80.0,58.0,72.0,8.0,32.0,0.96,41.0
"
                                        2019-02-24",115.0,86.0,114.0,11.0,45.0,1.17,49.0
"
                                        2019-02-25",166.0,125.0,174.0,15.0,80.0,1.51,15.0
"
                                        2019-02-26",105.0,75.0,113.0,8.0,47.0,1.1,49.0
"
                                        2019-02-27",47.0,28.0,47.0,6.0,45.0,0.78,28.0
"
                                        2019-02-28",73.0,53.0,75.0,9.0,47.0,0.96,27.0
"
                                        2019-03-01",80.0,58.0,88.0,8.0,43.0,0.9,51.0
"
                                        2019-03-02",57.0,39.0,57.0,6.0,36.0,0.93,68.0
"
                                        2019-03-03",59.0,41.0,60.0,7.0,37.0,1.09,36.0
"
                                        2019-03-04",67.0,47.0,68.0,7.0,43.0,1.12,45.0
"
                                        2019-03-05",86.0,63.0,95.0,8.0,60.0,1.02,30.0
"
                                        2019-03-06",54.0,35.0,56.0,7.0,42.0,0.96,40.0
"
                                        2019-03-07",121.0,90.0,130.0,10.0,39.0,1.05,73.0
"
                                        2019-03-08",51.0,27.0,53.0,8.0,36.0,0.62,59.0
"
                                        2019-03-09",63.0,43.0,71.0,7.0,50.0,0.77,20.0
"
                                        2019-03-10",64.0,44.0,70.0,8.0,38.0,0.83,49.0
"
                                        2019-03-11",66.0,39.0,79.0,9.0,39.0,0.78,55.0
"
                                        2019-03-12",70.0,32.0,88.0,9.0,46.0,0.67,58.0
"
                                        2019-03-13",75.0,39.0,98.0,10.0,36.0,0.63,71.0
"
                                        2019-03-14",56.0,30.0,64.0,7.0,41.0,0.64,45.0
"
                                        2019-03-15",53.0,29.0,57.0,8.0,39.0,0.7,51.0
"
                                        2019-03-16",81.0,57.0,106.0,10.0,52.0,0.82,67.0
"
                                        2019-03-17",88.0,63.0,114.0,11.0,53.0,0.89,73.0
"
                                        2019-03-18",77.0,52.0,90.0,7.0,50.0,0.79,47.0
"
                                        2019-03-19",67.0,45.0,82.0,7.0,46.0,0.8,53.0
"
                                        2019-03-20",57.0,29.0,62.0,7.0,37.0,0.84,55.0
"
                                        2019-03-21",56.0,36.0,58.0,6.0,36.0,0.89,49.0
"
                                        2019-03-22",41.0,20.0,40.0,6.0,27.0,0.58,62.0
"
                                        2019-03-23",45.0,26.0,46.0,8.0,35.0,0.58,64.0
"
                                        2019-03-24",75.0,54.0,90.0,10.0,48.0,0.73,76.0
"
                                        2019-03-25",64.0,44.0,74.0,7.0,40.0,0.72,51.0
"
                                        2019-03-26",50.0,29.0,53.0,7.0,41.0,0.71,48.0
"
                                        2019-03-27",55.0,33.0,61.0,7.0,54.0,0.81,29.0
"
                                        2019-03-28",50.0,32.0,54.0,6.0,36.0,0.71,67.0
"
                                        2019-03-29",43.0,24.0,42.0,5.0,39.0,0.66,54.0
"
                                        2019-03-30",73.0,49.0,87.0,7.0,37.0,0.83,62.0
"
                                        2019-03-31",47.0,17.0,48.0,7.0,31.0,0.55,68.0
"
                                        2019-04-01",58.0,28.0,65.0,7.0,42.0,0.62,60.0
"
                                        2019-04-02",68.0,41.0,86.0,8.0,60.0,0.7,38.0
"
                                        2019-04-03",56.0,36.0,60.0,6.0,49.0,0.67,34.0
"
                                        2019-04-04",52.0,29.0,59.0,7.0,47.0,0.73,17.0
"
                                        2019-04-05",44.0,24.0,44.0,6.0,35.0,0.7,59.0
"
                                        2019-04-06",54.0,29.0,53.0,6.0,34.0,0.69,67.0
"
                                        2019-04-07",63.0,34.0,67.0,9.0,45.0,0.77,73.0
"
                                        2019-04-08",116.0,71.0,132.0,9.0,48.0,0.95,107.0
"
                                        2019-04-09",57.0,28.0,58.0,6.0,34.0,0.78,54.0
"
                                        2019-04-10",46.0,24.0,47.0,4.0,22.0,0.62,56.0
"
                                        2019-04-11",49.0,30.0,51.0,5.0,41.0,0.59,37.0
"
                                        2019-04-12",62.0,39.0,66.0,6.0,37.0,0.71,64.0
"
                                        2019-04-13",67.0,42.0,75.0,6.0,49.0,0.69,72.0
"
                                        2019-04-14",75.0,48.0,87.0,9.0,53.0,0.78,63.0
"
                                        2019-04-15",67.0,32.0,64.0,8.0,33.0,0.66,89.0
"
                                        2019-04-16",61.0,33.0,71.0,8.0,49.0,0.67,55.0
"
                                        2019-04-17",65.0,38.0,67.0,6.0,35.0,0.75,74.0
"
                                        2019-04-18",75.0,40.0,79.0,7.0,50.0,0.81,82.0
"
                                        2019-04-19",84.0,54.0,100.0,8.0,53.0,0.81,73.0
"
                                        2019-04-20",58.0,35.0,69.0,5.0,39.0,0.73,38.0
"
                                        2019-04-21",58.0,35.0,66.0,5.0,42.0,0.74,39.0
"
                                        2019-04-22",52.0,34.0,54.0,4.0,40.0,0.7,17.0
"
                                        2019-04-23",44.0,26.0,44.0,5.0,41.0,0.87,31.0
"
                                        2019-04-24",74.0,52.0,84.0,6.0,52.0,1.26,38.0
"
                                        2019-04-25",63.0,43.0,71.0,5.0,38.0,0.93,53.0
"
                                        2019-04-26",39.0,23.0,39.0,4.0,32.0,0.67,33.0
"
                                        2019-04-27",45.0,16.0,40.0,7.0,29.0,0.47,85.0
"
                                        2019-04-28",64.0,43.0,67.0,5.0,40.0,0.7,52.0
"
                                        2019-04-29",59.0,41.0,62.0,6.0,43.0,0.9,32.0
"
                                        2019-04-30",36.0,24.0,36.0,4.0,33.0,0.79,39.0
"
                                        2019-05-01",59.0,34.0,63.0,6.0,31.0,0.72,76.0
"
                                        2019-05-02",67.0,28.0,73.0,7.0,43.0,0.62,79.0
"
                                        2019-05-03",79.0,32.0,83.0,7.0,42.0,0.59,93.0
"
                                        2019-05-04",74.0,29.0,66.0,7.0,41.0,0.55,100.0
"
                                        2019-05-05",88.0,43.0,84.0,9.0,49.0,0.68,99.0
"
                                        2019-05-06",61.0,28.0,59.0,8.0,26.0,0.57,92.0
"
                                        2019-05-07",54.0,11.0,45.0,7.0,25.0,0.45,93.0
"
                                        2019-05-08",64.0,27.0,65.0,8.0,33.0,0.53,105.0
"
                                        2019-05-09",88.0,37.0,75.0,7.0,41.0,0.63,112.0
"
                                        2019-05-10",104.0,55.0,100.0,9.0,52.0,0.75,122.0
"
                                        2019-05-11",102.0,51.0,90.0,7.0,45.0,0.77,118.0
"
                                        2019-05-12",99.0,51.0,89.0,7.0,45.0,0.74,111.0
"
                                        2019-05-13",55.0,37.0,59.0,4.0,39.0,0.7,49.0
"
                                        2019-05-14",50.0,22.0,34.0,4.0,19.0,0.54,95.0
"
                                        2019-05-15",33.0,20.0,29.0,4.0,41.0,0.66,31.0
"
                                        2019-05-16",47.0,31.0,50.0,5.0,43.0,0.83,44.0
"
                                        2019-05-17",61.0,41.0,66.0,4.0,49.0,0.9,36.0
"
                                        2019-05-18",60.0,36.0,61.0,5.0,31.0,0.86,63.0
"
                                        2019-05-19",64.0,43.0,74.0,6.0,43.0,0.8,49.0
"
                                        2019-05-20",67.0,25.0,66.0,8.0,30.0,0.69,93.0
"
                                        2019-05-21",77.0,23.0,73.0,7.0,30.0,0.57,113.0
"
                                        2019-05-22",93.0,44.0,98.0,7.0,44.0,0.73,117.0
"
                                        2019-05-23",106.0,52.0,98.0,7.0,44.0,0.76,128.0
"
                                        2019-05-24",83.0,35.0,69.0,6.0,42.0,0.63,114.0
"
                                        2019-05-25",50.0,25.0,49.0,4.0,26.0,0.57,73.0
"
                                        2019-05-26",33.0,19.0,31.0,3.0,21.0,0.61,48.0
"
                                        2019-05-27",36.0,16.0,28.0,4.0,18.0,0.66,63.0
"
                                        2019-05-28",55.0,9.0,31.0,5.0,20.0,0.45,102.0
"
                                        2019-05-29",52.0,16.0,45.0,5.0,39.0,0.48,76.0
"
                                        2019-05-30",55.0,26.0,55.0,6.0,45.0,0.56,71.0
"
                                        2019-05-31",67.0,42.0,63.0,4.0,34.0,0.74,75.0
"
                                        2019-06-01",77.0,48.0,77.0,6.0,38.0,0.85,85.0
"
                                        2019-06-02",83.0,48.0,73.0,6.0,34.0,0.88,100.0
"
                                        2019-06-03",85.0,37.0,61.0,6.0,32.0,0.84,109.0
"
                                        2019-06-04",83.0,35.0,58.0,5.0,29.0,0.8,117.0
"
                                        2019-06-05",100.0,45.0,75.0,5.0,34.0,0.84,119.0
"
                                        2019-06-06",38.0,13.0,30.0,3.0,15.0,0.56,72.0
"
                                        2019-06-07",58.0,19.0,36.0,5.0,16.0,0.55,110.0
"
                                        2019-06-08",69.0,29.0,50.0,5.0,23.0,0.62,103.0
"
                                        2019-06-09",60.0,27.0,50.0,4.0,24.0,0.64,78.0
"
                                        2019-06-10",80.0,39.0,68.0,4.0,30.0,0.76,97.0
"
                                        2019-06-11",56.0,31.0,51.0,4.0,20.0,0.61,73.0
"
                                        2019-06-14",56.0,34.0,54.0,5.0,49.0,0.79,126.0
"
                                        2019-06-15",70.0,30.0,53.0,6.0,40.0,0.72,119.0
"
                                        2019-06-17",47.0,27.0,48.0,5.0,34.0,0.64,80.0
"
                                        2019-06-18",31.0,20.0,31.0,4.0,40.0,0.72,20.0
"
                                        2019-06-19",28.0,17.0,27.0,4.0,40.0,0.9,29.0
"
                                        2019-06-20",32.0,21.0,32.0,4.0,36.0,0.72,44.0
"
                                        2019-06-25",31.0,16.0,30.0,4.0,32.0,0.55,39.0
"
                                        2019-06-26",29.0,17.0,28.0,3.0,29.0,0.59,44.0
"
                                        2019-06-27",81.0,38.0,63.0,4.0,30.0,0.75,103.0
"
                                        2019-06-28",84.0,43.0,69.0,4.0,34.0,0.83,96.0
"
                                        2019-06-29",38.0,20.0,37.0,3.0,31.0,0.72,36.0
"
                                        2019-06-30",41.0,17.0,31.0,3.0,26.0,0.76,56.0
"
                                        2019-07-01",39.0,12.0,25.0,3.0,22.0,0.58,66.0
"
                                        2019-07-02",44.0,13.0,28.0,3.0,17.0,0.48,85.0
"
                                        2019-07-03",42.0,20.0,35.0,2.0,21.0,0.54,67.0
"
                                        2019-07-04",44.0,23.0,44.0,3.0,29.0,0.6,57.0
"
                                        2019-07-05",51.0,30.0,56.0,4.0,37.0,0.68,53.0
"
                                        2019-07-06",51.0,21.0,41.0,4.0,25.0,0.72,64.0
"
                                        2019-07-07",48.0,14.0,31.0,3.0,20.0,0.59,88.0
"
                                        2019-07-12",53.0,36.0,61.0,4.0,46.0,0.75,51.0
"
                                        2019-07-13",23.0,7.0,12.0,3.0,31.0,0.55,62.0
"
                                        2019-07-14",38.0,18.0,27.0,3.0,22.0,0.53,93.0
"
                                        2019-07-15",40.0,25.0,40.0,3.0,25.0,0.63,83.0
"
                                        2019-07-16",49.0,31.0,52.0,4.0,30.0,0.68,65.0
"
                                        2019-07-17",35.0,16.0,34.0,4.0,26.0,0.61,47.0
"
                                        2019-07-18",28.0,12.0,28.0,4.0,15.0,0.46,39.0
